student_id,student_name,gender,grade_name,branch,arts_score,english_score,math_score,phys_ed_score,science_score,average_marks,gpa,attendance,exam_status
STU1829,Ethan,Female,Grade 2,Math's,74.32,95.19,29.69,69.77,80.03,69.8,3,87.61,Not Attended
STU1830,Mack,Female,Grade 2,Phys.Ed,74.37,54.27,83.03,85.11,58.34,71.02,4,81.48,Pass
STU1831,Mack,Male,Grade 5,Science,66.85,98.44,73.11,57.01,56.2,70.32,4,78.69,Pass
STU1832,Ava,Male,Grade 2,Math's,43.97,74.11,73.8,76.43,58.44,65.35,3,85.38,Pass
STU1833,Sophia,Female,Grade 1,Arts,72.58,54.52,65.78,64.92,69.14,65.39,3,75.82,Pass
STU1834,Mack,Female,Grade 5,English,62.96,53.31,67.85,69.01,59.92,62.61,3,88.36,Fail
STU1835,Liam,Male,Grade 5,Arts,63.77,51.44,48.99,68.14,100.0,66.47,3,81.27,Pass
STU1836,Robert,Female,Grade 2,Science,30.76,84.95,19.86,57.83,44.15,47.51,2,76.92,Pass
STU1837,Olivia,Female,Grade 2,Phys.Ed,56.2,71.26,76.31,63.09,52.87,63.95,3,73.73,Pass
STU1838,Ava,Male,Grade 3,English,54.23,70.19,69.16,72.11,85.78,70.29,4,93.5,Pass
STU1839,Mack,Male,Grade 4,English,79.9,65.89,47.47,54.5,56.56,60.86,3,87.92,Pass
STU1840,Michal,Male,Grade 5,Math's,63.1,65.72,37.15,64.51,93.81,64.86,3,89.53,Fail
STU1841,Michal,Female,Grade 1,Arts,78.29,77.24,81.01,50.15,56.6,68.66,3,72.11,Fail
STU1842,Zen,Male,Grade 2,Science,54.14,76.24,66.24,69.36,44.43,62.09,3,95.45,Pass
STU1843,Damon,Male,Grade 2,Phys.Ed,64.58,73.27,67.61,54.28,64.61,64.87,3,81.0,Pass
STU1844,Mia,Female,Grade 1,English,45.33,61.18,50.07,61.64,84.29,60.5,3,82.81,Pass
STU1845,Tyler,Female,Grade 5,Phys.Ed,65.24,68.34,61.73,35.78,51.46,56.51,3,90.85,Pass
STU1846,Noah,Male,Grade 5,English,52.42,60.8,75.64,55.72,85.31,65.98,3,78.65,Pass
STU1847,Cal,Female,Grade 1,Math's,79.41,44.97,45.15,48.51,53.68,54.34,2,86.45,Pass
STU1848,Liam,Male,Grade 3,Science,24.08,51.03,44.79,62.81,65.97,49.74,2,89.09,Pass
STU1849,Shawn,Female,Grade 1,Math's,83.71,83.81,37.35,64.99,53.47,64.67,3,85.11,Pass
STU1850,Liam,Female,Grade 4,English,72.06,60.53,19.22,76.58,92.7,64.22,3,86.5,Pass
STU1851,Zen,Female,Grade 4,Phys.Ed,52.36,86.14,65.45,35.97,46.72,57.33,3,92.34,Pass
STU1852,Tyler,Male,Grade 5,English,61.75,61.09,64.25,74.82,44.72,61.32,3,87.91,Pass
STU1853,Tyler,Male,Grade 4,English,67.56,83.75,92.7,41.44,87.3,74.55,4,94.39,Not Attended
STU1854,Tyler,Female,Grade 5,English,61.08,68.19,40.56,56.93,85.42,62.44,3,97.47,Pass
STU1855,Shawn,Female,Grade 4,Arts,75.15,61.98,40.49,68.4,79.87,65.18,3,78.72,Pass
STU1856,Emma,Female,Grade 5,Arts,64.46,71.75,49.44,46.55,100.0,66.44,3,79.78,Pass
STU1857,Noah,Female,Grade 3,Arts,60.99,54.34,75.87,67.8,54.77,62.75,3,75.66,Pass
STU1858,Mason,Male,Grade 4,Arts,54.51,80.49,31.5,55.18,53.45,55.02,3,94.7,Pass
STU1859,Sophia,Female,Grade 1,Math's,53.59,67.77,67.25,67.65,61.63,63.58,3,71.99,Pass
STU1860,Tyler,Female,Grade 3,Arts,52.18,74.81,58.95,38.9,81.06,61.18,3,61.94,Pass
STU1861,Hudson,Male,Grade 2,Science,64.62,66.53,76.91,52.68,57.13,63.57,3,71.91,Not Attended
STU1862,Lucas,Male,Grade 2,Arts,62.72,72.69,23.97,55.25,44.07,51.74,2,89.52,Pass
STU1863,Hudson,Female,Grade 2,Science,57.89,81.02,60.79,59.16,48.98,61.57,3,92.22,Pass
STU1864,Cal,Female,Grade 4,Science,54.35,49.55,67.83,59.45,72.26,60.69,3,64.93,Pass
STU1865,Mack,Female,Grade 5,Arts,54.74,85.46,19.8,59.96,58.6,55.71,3,83.77,Pass
STU1866,Cal,Female,Grade 5,Arts,61.73,65.16,97.55,77.05,92.23,78.74,4,86.75,Pass
STU1867,Jack,Male,Grade 5,Arts,43.06,64.41,92.06,76.31,49.51,65.07,3,77.66,Pass
STU1868,Shawn,Male,Grade 2,Science,55.96,58.9,57.56,60.42,83.08,63.18,3,99.75,Pass
STU1869,Noah,Female,Grade 1,English,53.81,63.44,41.46,46.85,96.55,60.42,3,86.42,Pass
STU1870,Michal,Female,Grade 2,Math's,60.33,62.49,95.39,74.76,66.29,71.85,4,79.7,Pass
STU1871,Lucas,Male,Grade 2,Science,59.95,83.94,77.77,52.19,59.04,66.58,3,92.82,Pass
STU1872,Michal,Female,Grade 1,Math's,38.87,78.4,68.34,64.4,69.83,63.97,3,78.52,Pass
STU1873,Sophia,Male,Grade 4,Phys.Ed,74.34,68.97,44.05,38.53,44.01,53.98,2,69.97,Pass
STU1874,Zen,Female,Grade 3,Science,79.87,55.99,67.29,62.46,64.99,66.12,3,83.85,Pass
STU1875,Emma,Female,Grade 1,Math's,46.97,71.04,94.83,51.45,75.12,67.88,3,87.34,Pass
STU1876,Tyler,Male,Grade 1,Arts,80.93,56.42,60.39,75.74,37.71,62.24,3,82.13,Pass
STU1877,Emma,Female,Grade 2,Phys.Ed,50.84,49.01,66.98,76.99,74.8,63.72,3,79.43,Pass
STU1878,Liam,Male,Grade 4,English,63.48,68.37,39.12,58.68,60.17,57.97,3,95.01,Pass
STU1879,Liam,Male,Grade 2,English,55.35,51.08,59.1,71.41,59.28,59.24,3,88.73,Pass
STU1880,Zen,Male,Grade 3,English,51.87,82.76,61.56,69.92,87.47,70.72,4,92.94,Pass
STU1881,Sophia,Male,Grade 4,Arts,77.12,86.32,53.66,56.9,95.2,73.84,4,88.76,Not Attended
STU1882,Shawn,Male,Grade 5,Science,61.26,73.11,40.13,70.44,68.94,62.78,3,84.68,Not Attended
STU1883,Sophia,Female,Grade 5,Arts,57.89,61.47,92.2,41.96,37.94,58.29,3,90.25,Fail
STU1884,Jack,Male,Grade 3,Arts,50.55,78.85,71.46,55.17,69.35,65.08,3,74.41,Pass
STU1885,Mia,Female,Grade 3,Science,62.06,23.02,59.11,67.61,29.57,48.27,2,84.35,Pass
STU1886,Mason,Female,Grade 4,Science,82.64,70.24,69.72,60.13,77.83,72.11,4,77.08,Pass
STU1887,Robert,Male,Grade 5,Math's,62.7,53.07,85.73,62.66,90.1,70.85,4,90.85,Not Attended
STU1888,Liam,Female,Grade 5,Science,56.38,50.67,88.79,68.25,85.3,69.88,3,91.05,Pass
STU1889,Olivia,Female,Grade 5,Phys.Ed,59.21,44.06,62.94,70.49,52.11,57.76,3,76.69,Fail
STU1890,Jack,Male,Grade 4,Phys.Ed,42.51,58.01,80.41,72.61,77.08,66.13,3,78.52,Pass
STU1891,Noah,Female,Grade 5,Phys.Ed,57.2,71.36,44.5,40.02,81.71,58.96,3,82.56,Pass
STU1892,Mason,Male,Grade 4,English,57.66,55.28,51.44,49.73,56.81,54.18,2,86.91,Pass
STU1893,Noah,Male,Grade 5,Arts,60.82,68.02,77.7,58.3,70.41,67.05,3,86.96,Pass
STU1894,Michal,Female,Grade 4,Math's,44.09,64.05,74.92,55.88,66.75,61.14,3,90.76,Pass
STU1895,Damon,Female,Grade 4,Phys.Ed,64.05,65.24,67.66,65.73,74.28,67.39,3,89.86,Pass
STU1896,Michal,Male,Grade 5,Phys.Ed,36.6,59.91,53.52,50.34,75.19,55.11,3,80.75,Pass
STU1897,Damon,Female,Grade 5,Science,46.85,62.89,82.24,39.82,55.65,57.49,3,85.78,Pass
STU1898,Ethan,Female,Grade 4,Science,84.63,55.8,50.98,93.67,49.64,66.94,3,96.69,Pass
STU1899,Olivia,Female,Grade 2,Math's,58.16,41.1,62.47,70.99,85.27,63.6,3,84.77,Pass
STU1900,Damon,Male,Grade 3,English,41.24,83.16,22.02,57.6,71.95,55.2,3,86.87,Pass
STU1901,Noah,Female,Grade 3,English,57.42,85.51,32.53,42.72,51.57,53.95,2,78.57,Pass
STU1902,Olivia,Male,Grade 3,Arts,58.36,66.79,88.77,62.4,61.22,67.51,3,78.9,Pass
STU1903,Sophia,Female,Grade 3,Science,77.11,56.05,47.02,39.08,75.71,58.99,3,83.69,Pass
STU1904,Shawn,Male,Grade 5,Science,49.3,52.03,45.83,35.76,59.91,48.57,2,91.07,Pass
STU1905,Mia,Male,Grade 4,Science,67.73,52.13,50.2,66.92,53.73,58.14,3,90.58,Fail
STU1906,Cal,Female,Grade 5,Science,80.61,70.48,87.7,71.94,54.62,73.07,4,94.35,Pass
STU1907,Zen,Male,Grade 5,Phys.Ed,68.83,91.51,79.56,67.28,46.58,70.75,4,82.56,Fail
STU1908,Emma,Male,Grade 4,Science,80.02,58.14,39.9,51.02,65.33,58.88,3,84.04,Pass
STU1909,Cal,Male,Grade 3,Arts,81.73,65.0,66.18,65.32,74.43,70.53,4,87.58,Pass
STU1910,Mason,Female,Grade 5,Arts,69.26,56.79,43.45,68.86,55.4,58.75,3,90.03,Pass
STU1911,Tyler,Male,Grade 5,Phys.Ed,42.01,74.92,52.11,76.07,96.58,68.34,3,79.25,Pass
STU1912,Mason,Female,Grade 5,Arts,54.61,89.58,39.55,68.04,69.29,64.21,3,83.81,Pass
STU1913,Jack,Female,Grade 4,Science,82.83,56.18,45.54,39.24,63.05,57.37,3,91.08,Pass
STU1914,Mason,Female,Grade 2,English,60.31,59.47,36.0,71.82,35.02,52.52,2,92.99,Pass
STU1915,Emma,Female,Grade 2,English,56.25,69.61,64.22,65.8,60.62,63.3,3,76.44,Pass
STU1916,Lucas,Female,Grade 2,Arts,70.49,65.34,52.86,56.62,56.65,60.39,3,85.59,Pass
STU1917,Cal,Male,Grade 2,Arts,78.55,65.55,65.23,64.94,26.65,60.18,3,71.29,Pass
STU1918,Zen,Female,Grade 3,English,8.89,86.25,59.63,45.91,77.73,55.68,3,82.33,Pass
STU1919,Tyler,Male,Grade 4,Math's,62.77,57.42,46.15,48.69,74.77,57.96,3,74.01,Pass
STU1920,Mason,Female,Grade 4,Arts,70.82,67.43,76.32,84.25,56.0,70.96,4,84.11,Fail
STU1921,Cal,Female,Grade 1,Science,63.99,58.39,59.87,90.18,68.02,68.09,3,68.71,Pass
STU1922,Cal,Female,Grade 2,Arts,87.85,39.62,75.42,79.32,78.97,72.24,4,78.93,Pass
STU1923,Robert,Male,Grade 2,Science,52.79,42.86,78.72,56.9,70.46,60.34,3,95.38,Pass
STU1924,Hudson,Male,Grade 4,Arts,44.82,68.85,75.74,45.12,66.29,60.16,3,88.32,Pass
STU1925,Mia,Male,Grade 4,Phys.Ed,62.92,68.11,97.16,58.52,68.16,70.97,4,94.3,Pass
STU1926,Ava,Male,Grade 1,English,52.36,77.66,71.29,58.11,74.94,66.87,3,93.81,Pass
STU1927,Olivia,Male,Grade 5,Science,60.11,70.57,43.16,58.75,70.89,60.7,3,81.4,Pass
STU1928,Lucas,Male,Grade 5,Phys.Ed,47.27,62.0,41.82,53.9,38.9,48.78,2,94.26,Pass
STU1929,Mia,Female,Grade 5,English,74.62,86.23,51.15,56.05,95.58,72.73,4,94.83,Pass
STU1930,Ethan,Male,Grade 4,Phys.Ed,69.6,69.42,55.82,43.21,67.53,61.12,3,86.46,Fail
STU1931,Cal,Female,Grade 3,Phys.Ed,37.89,49.49,88.64,55.63,84.82,63.29,3,84.05,Pass
STU1932,Shawn,Male,Grade 4,Phys.Ed,57.48,41.14,100.0,57.61,77.86,66.82,3,78.66,Pass
STU1933,Lucas,Male,Grade 5,Science,64.83,72.96,73.73,51.67,52.7,63.18,3,68.88,Pass
STU1934,Damon,Male,Grade 3,Phys.Ed,61.96,71.76,59.94,63.1,63.65,64.08,3,71.83,Pass
STU1935,Damon,Female,Grade 5,English,51.55,56.35,24.3,55.47,48.24,47.18,2,71.82,Pass
STU1936,Shawn,Female,Grade 2,English,84.87,70.3,71.71,82.73,78.79,77.68,4,81.81,Pass
STU1937,Mia,Female,Grade 2,Math's,56.49,64.89,62.3,53.61,54.1,58.28,3,78.81,Pass
STU1938,Emma,Female,Grade 5,Arts,83.63,65.91,40.1,73.31,87.0,69.99,3,100.0,Pass
STU1939,Zen,Female,Grade 4,Science,50.67,92.55,59.2,52.53,81.7,67.33,3,84.44,Pass
STU1940,Lucas,Female,Grade 2,Science,52.89,56.74,72.89,45.44,65.09,58.61,3,77.88,Pass
STU1941,Ethan,Female,Grade 5,Math's,75.39,78.49,48.82,60.95,86.51,70.03,4,87.54,Pass
STU1942,Ava,Male,Grade 3,Phys.Ed,39.06,53.41,67.66,68.16,49.97,55.65,3,68.6,Pass
STU1943,Ava,Female,Grade 3,Science,64.25,52.11,83.92,56.11,61.32,63.54,3,79.71,Pass
STU1944,Jack,Female,Grade 5,Science,77.23,36.84,38.91,54.83,50.26,51.61,2,78.24,Pass
STU1945,Mack,Female,Grade 1,English,56.0,62.61,84.98,39.83,83.39,65.36,3,100.0,Pass
STU1946,Damon,Female,Grade 5,Science,58.27,58.92,58.18,47.54,60.92,56.76,3,74.35,Pass
STU1947,Sophia,Male,Grade 1,Science,41.85,66.99,27.69,50.16,60.81,49.5,2,78.36,Pass
STU1948,Tyler,Male,Grade 5,Science,95.44,67.66,71.22,60.38,68.4,72.62,4,67.56,Pass
STU1949,Sophia,Female,Grade 3,Arts,62.84,75.31,19.69,79.53,27.73,53.02,2,75.37,Fail
STU1950,Robert,Female,Grade 5,Science,85.33,61.57,42.0,75.56,58.41,64.57,3,80.12,Pass
STU1951,Robert,Female,Grade 2,Phys.Ed,63.53,69.5,49.23,80.05,77.37,67.93,3,80.36,Fail
STU1952,Liam,Male,Grade 1,Phys.Ed,58.1,86.91,64.11,74.14,73.0,71.25,4,85.37,Pass
STU1953,Tyler,Female,Grade 1,Science,57.08,60.83,62.92,68.66,60.8,62.06,3,91.64,Pass
STU1954,Liam,Male,Grade 5,Phys.Ed,55.68,40.6,64.11,61.2,65.01,57.32,3,76.71,Pass
STU1955,Michal,Male,Grade 3,Science,68.46,60.02,58.56,49.53,55.69,58.45,3,80.7,Pass
STU1956,Noah,Female,Grade 2,English,72.02,59.56,53.37,45.43,90.85,64.25,3,87.79,Pass
STU1957,Noah,Female,Grade 4,Science,100.0,76.65,55.35,55.11,50.5,67.52,3,79.27,Pass
STU1958,Olivia,Female,Grade 4,Phys.Ed,68.4,86.86,57.33,62.56,95.29,74.09,4,74.5,Pass
STU1959,Olivia,Male,Grade 5,Science,59.79,38.33,71.87,62.82,53.42,57.24,3,80.4,Pass
STU1960,Ava,Female,Grade 3,Math's,47.12,65.48,66.36,68.8,70.13,63.58,3,81.61,Pass
STU1961,Lucas,Female,Grade 1,English,49.29,70.09,70.42,63.6,54.57,61.59,3,92.91,Fail
STU1962,Sophia,Female,Grade 1,English,46.88,56.03,71.0,64.01,42.33,56.05,3,77.1,Pass
STU1963,Zen,Female,Grade 1,English,59.17,60.24,47.91,38.9,62.76,53.8,2,73.72,Pass
STU1964,Damon,Female,Grade 4,Science,34.86,45.65,28.37,70.15,46.97,45.2,2,90.67,Pass
STU1965,Damon,Female,Grade 5,Phys.Ed,40.42,57.86,69.72,55.93,45.83,53.95,2,73.83,Pass
STU1966,Mia,Female,Grade 4,Arts,70.61,60.47,54.62,58.84,71.64,63.24,3,89.1,Pass
STU1967,Noah,Female,Grade 5,English,68.87,82.31,53.0,45.86,82.31,66.47,3,85.09,Pass
STU1968,Robert,Male,Grade 5,Science,58.76,82.7,65.12,42.23,59.26,61.61,3,93.51,Pass
STU1969,Damon,Male,Grade 5,Math's,59.93,57.35,56.46,63.02,58.16,58.98,3,77.67,Pass
STU1970,Noah,Female,Grade 5,Arts,58.57,61.7,37.88,83.2,73.21,62.91,3,84.05,Pass
STU1971,Sophia,Female,Grade 5,English,64.09,89.55,46.73,49.45,96.62,69.29,3,93.48,Not Attended
STU1972,Mia,Male,Grade 2,Arts,70.59,50.16,49.19,65.47,48.5,56.78,3,78.2,Pass
STU1973,Cal,Male,Grade 5,Arts,72.44,91.02,77.57,69.99,57.62,73.73,4,85.54,Pass
STU1974,Michal,Male,Grade 3,Science,71.69,52.84,62.55,75.56,59.08,64.35,3,67.86,Pass
STU1975,Lucas,Female,Grade 5,English,53.21,53.36,59.19,47.49,61.28,54.91,2,91.85,Pass
STU1976,Tyler,Male,Grade 3,English,52.74,68.61,62.69,47.24,69.69,60.19,3,77.12,Pass
STU1977,Cal,Male,Grade 3,Arts,100.0,68.03,70.37,77.8,83.44,79.93,4,88.09,Fail
STU1978,Olivia,Male,Grade 4,Arts,71.37,49.31,70.71,75.43,51.2,63.6,3,77.06,Pass
STU1979,Ethan,Male,Grade 3,English,67.03,61.4,62.04,73.59,57.27,64.26,3,82.19,Pass
STU1980,Sophia,Female,Grade 3,Arts,57.68,60.63,98.01,67.27,77.8,72.28,4,94.84,Pass
STU1981,Ethan,Male,Grade 1,English,57.92,57.29,74.8,64.21,55.14,61.87,3,89.4,Pass
STU1982,Zen,Female,Grade 5,Phys.Ed,67.85,60.91,75.25,58.33,52.52,62.97,3,72.26,Pass
STU1983,Mason,Female,Grade 5,Science,53.82,67.72,43.08,41.61,79.63,57.17,3,78.85,Pass
STU1984,Damon,Male,Grade 5,Math's,30.28,62.45,78.16,53.6,77.62,60.42,3,89.41,Fail
STU1985,Mia,Male,Grade 5,Phys.Ed,41.81,59.34,70.82,63.71,90.74,65.28,3,79.77,Pass
STU1986,Olivia,Female,Grade 4,Science,77.73,70.97,90.23,57.39,55.16,70.3,4,78.12,Pass
STU1987,Jack,Male,Grade 2,English,72.78,86.72,63.99,52.91,74.91,70.26,4,83.69,Pass
STU1988,Lucas,Male,Grade 5,English,80.88,70.26,48.84,65.72,56.21,64.38,3,81.57,Pass
STU1989,Michal,Male,Grade 4,Math's,70.42,62.78,50.86,54.95,53.18,58.44,3,84.71,Pass
STU1990,Olivia,Male,Grade 1,English,61.91,46.86,81.3,54.93,55.76,60.15,3,68.43,Pass
STU1991,Hudson,Female,Grade 5,Arts,74.81,61.5,68.61,45.27,32.5,56.54,3,84.13,Fail
STU1992,Sophia,Male,Grade 4,Arts,60.55,52.14,70.2,52.13,57.94,58.59,3,80.29,Pass
STU1993,Mia,Female,Grade 5,Science,63.44,56.66,53.42,64.55,71.96,62.0,3,96.03,Pass
STU1994,Liam,Female,Grade 2,Math's,65.45,48.55,91.74,72.32,72.93,70.2,4,95.88,Pass
STU1995,Mason,Male,Grade 1,Math's,61.58,77.61,44.59,49.54,58.73,58.41,3,80.06,Pass
STU1996,Tyler,Female,Grade 5,English,67.21,77.41,56.67,37.89,48.04,57.44,3,89.44,Pass
STU1997,Sophia,Female,Grade 1,Arts,72.62,93.76,75.55,43.23,45.66,66.16,3,81.8,Pass
STU1998,Mason,Female,Grade 5,Math's,79.85,86.36,27.39,43.85,80.56,63.6,3,90.96,Pass
STU1999,Michal,Male,Grade 5,English,25.12,71.28,10.47,71.19,89.45,53.5,2,87.99,Pass
STU2000,Jack,Female,Grade 3,Science,73.37,41.43,76.26,36.86,35.3,52.64,2,80.01,Pass
STU2001,Robert,Female,Grade 1,Phys.Ed,55.45,60.88,73.17,84.58,57.29,66.27,3,87.09,Pass
STU2002,Zen,Male,Grade 2,Science,58.09,66.86,45.83,66.77,49.82,57.47,3,84.63,Pass
STU2003,Tyler,Male,Grade 5,Science,37.92,64.94,46.32,71.44,75.06,59.13,3,88.06,Pass
STU2004,Michal,Male,Grade 4,Science,42.86,65.53,72.15,25.29,84.16,58.0,3,85.05,Pass
STU2005,Michal,Female,Grade 4,Phys.Ed,78.49,46.87,52.55,49.9,90.48,63.66,3,89.11,Pass
STU2006,Sophia,Male,Grade 3,Math's,51.13,64.0,84.81,56.61,64.99,64.31,3,84.77,Pass
STU2007,Tyler,Female,Grade 1,Science,74.38,83.47,28.23,50.85,82.58,63.9,3,86.99,Pass
STU2008,Liam,Male,Grade 1,Phys.Ed,64.02,67.84,71.24,92.69,82.67,75.69,4,81.1,Pass
STU2009,Damon,Male,Grade 5,Math's,39.92,61.03,83.59,45.47,58.96,57.8,3,90.89,Pass
STU2010,Damon,Male,Grade 2,Math's,63.48,50.63,52.81,62.95,32.57,52.49,2,66.03,Fail
STU2011,Zen,Male,Grade 5,English,54.25,62.74,86.06,57.65,64.25,64.99,3,80.59,Pass
STU2012,Noah,Male,Grade 2,Phys.Ed,70.23,69.96,69.27,51.25,56.04,63.35,3,97.27,Pass
STU2013,Liam,Male,Grade 1,Science,72.52,52.97,84.02,62.72,86.92,71.83,4,83.02,Fail
STU2014,Hudson,Female,Grade 5,Phys.Ed,73.63,76.89,89.78,55.09,50.88,69.26,3,83.88,Fail
STU2015,Jack,Male,Grade 2,Phys.Ed,53.71,86.12,44.93,78.62,78.41,68.36,3,99.3,Pass
STU2016,Zen,Female,Grade 3,Arts,67.94,68.71,52.18,70.12,81.41,68.07,3,72.81,Pass
STU2017,Mack,Male,Grade 5,English,67.72,77.45,67.24,59.55,60.48,66.49,3,91.49,Pass
STU2018,Shawn,Female,Grade 5,Arts,64.32,56.47,80.94,69.1,51.9,64.55,3,76.98,Pass
STU2019,Damon,Female,Grade 3,Math's,70.15,73.76,65.59,77.5,48.88,67.18,3,70.2,Pass
STU2020,Zen,Male,Grade 5,Math's,61.43,71.4,49.38,43.24,67.46,58.58,3,100.0,Pass
STU2021,Ethan,Male,Grade 5,Science,41.6,55.77,95.23,73.03,63.01,65.73,3,84.18,Pass
STU2022,Olivia,Female,Grade 1,Math's,62.14,55.57,59.18,60.24,71.97,61.82,3,67.39,Pass
STU2023,Mason,Male,Grade 1,Phys.Ed,85.48,53.15,49.29,54.52,62.5,60.99,3,83.34,Pass
STU2024,Hudson,Female,Grade 2,Math's,30.49,36.58,68.5,66.42,52.19,50.84,2,94.41,Pass
STU2025,Emma,Male,Grade 5,Phys.Ed,88.78,82.18,49.8,59.67,72.84,70.65,4,85.44,Fail
STU2026,Sophia,Female,Grade 1,English,62.5,71.35,47.08,53.8,60.63,59.07,3,74.96,Pass
STU2027,Hudson,Male,Grade 5,Phys.Ed,49.42,81.98,70.27,72.01,66.16,67.97,3,87.18,Pass
STU2028,Cal,Male,Grade 5,Arts,51.32,70.31,57.18,72.42,66.64,63.57,3,87.69,Pass
STU2029,Emma,Male,Grade 5,Math's,70.26,64.61,46.29,44.07,49.92,55.03,3,90.11,Pass
STU2030,Olivia,Male,Grade 4,Phys.Ed,36.81,79.65,46.82,50.11,62.43,55.16,3,78.85,Pass
STU2031,Ethan,Male,Grade 3,Phys.Ed,79.4,45.09,100.0,67.65,44.56,67.34,3,83.26,Pass
STU2032,Zen,Male,Grade 5,Arts,57.65,45.53,59.91,63.7,92.58,63.87,3,87.83,Not Attended
STU2033,Mason,Female,Grade 2,Science,46.11,66.35,40.69,47.72,60.13,52.2,2,76.16,Pass
STU2034,Mia,Male,Grade 1,Phys.Ed,81.23,58.34,73.2,68.64,82.5,72.78,4,81.2,Pass
STU2035,Ethan,Male,Grade 2,Math's,58.31,74.17,70.04,61.45,65.64,65.92,3,86.96,Pass
STU2036,Emma,Male,Grade 1,Science,100.0,67.86,28.71,27.23,76.14,59.99,3,85.13,Pass
STU2037,Robert,Female,Grade 3,English,57.21,80.21,53.65,70.94,53.54,63.11,3,75.59,Pass
STU2038,Zen,Male,Grade 4,Math's,85.99,73.17,62.26,49.77,55.61,65.36,3,92.71,Pass
STU2039,Lucas,Female,Grade 5,Arts,53.39,93.83,62.12,46.4,58.95,62.94,3,74.37,Pass
STU2040,Hudson,Male,Grade 2,Phys.Ed,52.77,39.26,70.77,76.59,48.34,57.55,3,71.64,Pass
STU2041,Shawn,Female,Grade 2,Arts,56.17,70.78,48.32,58.89,100.0,66.83,3,88.98,Pass
STU2042,Ava,Male,Grade 4,Math's,50.27,80.46,49.61,77.21,59.15,63.34,3,81.76,Pass
STU2043,Tyler,Male,Grade 4,Math's,79.37,76.55,59.09,65.24,61.92,68.43,3,78.03,Pass
STU2044,Olivia,Female,Grade 4,Phys.Ed,72.81,51.26,40.54,40.37,72.97,55.59,3,77.52,Pass
STU2045,Olivia,Male,Grade 4,English,46.25,69.77,60.77,60.97,54.71,58.49,3,79.36,Pass
STU2046,Lucas,Male,Grade 4,Math's,82.81,70.45,62.68,53.56,56.49,65.2,3,92.58,Pass
STU2047,Hudson,Female,Grade 1,Science,87.49,59.94,25.98,70.78,77.84,64.41,3,93.14,Pass
STU2048,Sophia,Male,Grade 5,Phys.Ed,74.96,50.52,42.72,43.23,60.59,54.4,2,98.2,Pass
STU2049,Damon,Male,Grade 2,Math's,54.58,48.02,89.29,74.29,66.39,66.51,3,84.27,Pass
STU2050,Lucas,Male,Grade 3,Phys.Ed,63.2,50.29,100.0,69.04,43.47,65.2,3,77.54,Pass
STU2051,Mia,Male,Grade 4,Arts,100.0,54.48,57.44,76.14,91.37,75.88,4,79.33,Pass
STU2052,Jack,Female,Grade 5,English,59.4,57.23,90.94,68.79,36.09,62.49,3,82.98,Pass
STU2053,Olivia,Male,Grade 2,Math's,69.74,70.11,85.81,75.66,43.58,68.98,3,83.21,Pass
STU2054,Mia,Male,Grade 5,Math's,32.8,52.05,22.28,42.18,85.4,46.94,2,90.02,Pass
STU2055,Cal,Female,Grade 5,Math's,67.47,62.06,32.22,60.19,64.52,57.29,3,82.02,Pass
STU2056,Ethan,Female,Grade 4,Arts,42.99,78.45,50.0,72.13,63.23,61.36,3,84.52,Pass
STU2057,Sophia,Female,Grade 3,Arts,53.89,64.99,87.47,79.51,78.64,72.9,4,81.2,Pass
STU2058,Ava,Male,Grade 1,Arts,32.92,50.1,71.56,45.74,57.56,51.58,2,99.57,Pass
STU2059,Sophia,Male,Grade 5,Math's,68.55,37.62,90.99,54.22,84.98,67.27,3,87.4,Pass
STU2060,Tyler,Female,Grade 2,English,50.8,77.62,51.49,46.69,78.39,61.0,3,81.79,Pass
STU2061,Lucas,Female,Grade 3,Phys.Ed,58.82,62.08,54.59,57.72,53.56,57.35,3,83.17,Pass
STU2062,Cal,Female,Grade 5,Arts,68.5,61.04,51.96,58.19,77.43,63.43,3,96.57,Not Attended
STU2063,Shawn,Male,Grade 3,Science,62.87,84.81,44.33,52.82,75.75,64.11,3,80.25,Pass
STU2064,Emma,Female,Grade 5,Phys.Ed,76.85,69.49,31.88,53.69,92.16,64.82,3,83.44,Pass
STU2065,Emma,Female,Grade 1,English,82.11,59.41,77.89,82.87,69.04,74.26,4,75.62,Pass
STU2066,Cal,Male,Grade 5,Arts,75.47,68.9,57.86,48.9,33.22,56.87,3,77.51,Pass
STU2067,Ava,Female,Grade 5,Science,57.35,52.77,63.42,69.26,75.44,63.65,3,85.56,Pass
STU2068,Tyler,Female,Grade 4,Math's,71.25,39.77,45.84,54.76,39.4,50.2,2,82.1,Fail
STU2069,Mason,Male,Grade 2,Arts,71.92,62.67,81.25,56.21,66.53,67.72,3,95.87,Pass
STU2070,Hudson,Male,Grade 1,English,62.46,60.82,50.02,65.01,71.25,61.91,3,70.82,Pass
STU2071,Ava,Male,Grade 5,English,53.36,59.45,88.3,52.13,66.14,63.88,3,76.74,Pass
STU2072,Robert,Male,Grade 4,Arts,74.63,40.7,60.62,56.41,70.88,60.65,3,100.0,Pass
STU2073,Ethan,Female,Grade 4,Math's,46.11,33.54,68.01,55.04,78.74,56.29,3,76.7,Pass
STU2074,Zen,Female,Grade 2,English,51.93,66.66,56.41,81.51,49.18,61.14,3,85.96,Pass
